team__displayName,team__abbrName,team__logoId,team__logo,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,recTotalCatches,recAvgCatchPct,recTotalDrops,recTotalLongest,recTotalTDs,recTotalYdsAfterCatch,recTotalYds,recAvgYacPerCatch,recAvgYdsPerCatch,recAvgYdsPerGame
Steelers,PIT,28,,FB,553388838,Trevon Wesco,6,0,9668,44,1,3.00,1,100.00,0,30,0,23,30,23.00,30.00,13.33
Texans,HOU,31,,WR,553386620,Tank Dell,2,0,2090,3,1,2.80,4,100.00,0,13,0,9,28,2.25,7.00,35.50
Texans,HOU,31,,WR,553386488,Nico Collins,4,0,1148,12,1,5.40,5,83.33,1,18,0,18,54,3.60,10.80,74.00
Texans,HOU,31,,TE,553386340,Harrison Bryant,5,0,193,88,1,0.90,1,100.00,0,9,0,7,9,7.00,9.00,4.50
Texans,HOU,31,,WR,553387480,Christian Kirk,7,0,8963,13,1,17.70,7,100.00,0,38,1,14,117,2.00,16.71,74.50
Texans,HOU,31,,TE,553388342,Dalton Schultz,7,0,9050,86,1,2.10,3,100.00,0,12,0,12,21,4.00,7.00,36.50
Texans,HOU,31,,HB,553387825,Joe Mixon,8,0,9241,28,1,3.70,8,100.00,0,16,0,54,37,6.75,4.62,40.00
Titans,TEN,29,,TE,553387980,Chigoziem Okonkwo,3,0,1869,85,1,2.30,4,80.00,1,8,0,6,23,1.50,5.75,24.50
Titans,TEN,29,,HB,553388118,Tony Pollard,6,0,9600,20,1,3.40,2,100.00,0,23,0,17,34,8.50,17.00,32.00
Titans,TEN,29,,WR,553388223,Calvin Ridley,7,0,9038,0,1,4.10,4,80.00,1,18,0,5,41,1.25,10.25,23.50
Titans,TEN,29,,WR,553388464,JuJu Smith-Schuster,8,0,8729,9,1,10.80,6,100.00,0,33,0,24,108,4.00,18.00,54.00
Titans,TEN,29,,WR,553387594,Tyler Lockett,10,0,7214,4,1,0.80,5,71.43,2,6,0,9,8,1.80,1.60,16.50
Vikings,MIN,30,,WR,553386792,Tai Felton,0,0,10551,13,1,11.10,4,100.00,0,19,1,11,51,2.75,12.75,30.50
Vikings,MIN,30,,WR,553386000,Jordan Addison,2,0,813,3,1,5.10,4,80.00,1,16,0,10,51,2.50,12.75,68.00
Vikings,MIN,30,,HB,553387665,Jordan Mason,3,0,4679,27,1,0.80,1,100.00,0,8,0,7,8,7.00,8.00,4.00
Vikings,MIN,30,,WR,553387303,Justin Jefferson,5,0,385,18,1,10.80,5,100.00,0,13,1,13,48,2.60,9.60,43.50
Vikings,MIN,30,,TE,553387162,T.J. Hockenson,6,0,9503,87,1,11.20,6,100.00,0,15,1,15,52,2.50,8.67,84.50
Vikings,MIN,30,,HB,553387377,Aaron Jones Sr,8,0,8609,33,1,1.30,2,100.00,0,8,0,12,13,6.00,6.50,18.50
